loan_status_1,purpose,loan_amnt,inq_last_6mths,revol_util,pub_rec_bankruptcies,ln_annual_inc
0,debt_consolidation,8000,0,0,0,11.1844214
1,debt_consolidation,17000,0,48.2,0,10.6454249
0,debt_consolidation,10000,2,42.2,1,10.71441777
1,debt_consolidation,3800,1,28.7,0,9.487972109
0,debt_consolidation,20000,2,93.5,0,11.33857208
1,debt_consolidation,25000,1,27.9,0,11.15625052
1,debt_consolidation,14125,0,74.9,0,10.858999
0,major_purchase,17000,0,32.7,0,10.6454249
0,wedding,12000,4,0,0,11.35040654
0,home_improvement,19200,0,91.1,0,11.53272809
0,other,3500,0,77.2,0,11.23843599
0,major_purchase,7000,0,80.5,0,11.16132335
1,debt_consolidation,2000,0,97,0,10.67359577
0,other,4500,0,85.9,0,10.46321762
0,debt_consolidation,7200,2,45.6,0,11.33857208
0,credit_card,12800,0,61.8,0,11.24895992
0,debt_consolidation,6000,0,78.8,0,10.26228025
0,credit_card,16000,1,95.5,0,10.77895629
0,home_improvement,25000,2,63,0,11.73606902
0,other,1500,1,0,0,10.25597374
0,credit_card,7200,1,23.3,0,11.00209984
0,car,3600,0,39.8,0,11.16761428
0,debt_consolidation,17000,2,21.2,0,11.22524339
0,debt_consolidation,6400,1,41.4,0,11.54248427
0,home_improvement,25000,3,60.7,0,12.3566455
0,debt_consolidation,7000,3,22.1,0,11.08214255
0,debt_consolidation,10000,0,14.3,0,10.46310334
0,debt_consolidation,6500,2,89.5,0,11.28978191
1,small_business,10250,0,32.8,0,10.22383041
0,debt_consolidation,1800,0,8.6,0,10.23981692
0,debt_consolidation,7500,0,41.3,0,11.57119437
0,debt_consolidation,5600,1,47.8,0,11.28978191
0,debt_consolidation,5600,0,30,0,10.08580911
0,other,5000,0,29.6,0,10.59653473
0,debt_consolidation,13250,2,81,0,10.30895266
0,car,4800,0,61.1,0,10.42228135
1,home_improvement,10050,1,54.5,0,10.57131693
0,major_purchase,18400,0,12.5,0,11.69524702
0,medical,1800,0,28.4,0,10.08580911
0,debt_consolidation,13550,0,94.2,0,11.44035477
0,debt_consolidation,6000,0,19.4,0,11.27720313
0,debt_consolidation,25000,0,66.1,0,11.15625052
1,debt_consolidation,25000,0,94.8,0,11.51292546
0,debt_consolidation,12200,3,64.6,0,10.85127695
0,small_business,20000,2,31.1,0,11.51292546
0,debt_consolidation,7500,0,96.1,1,10.63585545
0,debt_consolidation,7200,0,42.6,1,10.60538533
0,debt_consolidation,8000,0,92.7,0,11.15625052
0,small_business,25000,2,57.2,0,11.25813644
0,medical,15000,2,3.9,0,11.49679608
0,other,9975,4,3.1,0,10.34161344
0,debt_consolidation,5300,0,42.2,0,9.911455722
0,credit_card,8000,1,80.3,0,11.26446411
0,debt_consolidation,12000,1,37.2,0,10.71441777
1,debt_consolidation,9600,3,56.7,0,11.35040654
0,debt_consolidation,6000,1,74.5,0,11.1844214
0,small_business,12000,3,59.2,0,11.60823564
1,debt_consolidation,15000,1,37.8,0,11.22524339
1,debt_consolidation,19000,0,77.3,0,10.81977828
1,debt_consolidation,18000,3,37.9,0,11.76756768
0,wedding,20000,1,16.6,0,11.08214255
0,debt_consolidation,20000,0,92.3,0,11.18392127
0,debt_consolidation,10000,1,28.8,0,11.8277654
0,debt_consolidation,12000,0,76.5,0,10.73639668
0,debt_consolidation,6000,1,21.3,0,10.59663473
0,small_business,25000,2,0,0,12.97154049
0,small_business,5375,1,25.4,0,10.26813067
0,credit_card,12000,0,55.7,0,10.28993972
0,car,5000,1,8.5,0,11.56171563
0,major_purchase,5000,1,32.8,0,11.00209984
0,debt_consolidation,15000,2,40.6,0,11.91839057
0,debt_consolidation,25000,1,72.8,0,11.08214255
0,small_business,3000,0,42.6,0,11.28978191
0,wedding,12000,1,16.5,0,11.07558262
0,debt_consolidation,5000,0,7.7,1,10.71237123
0,wedding,3000,0,35.9,0,10.26813067
0,car,6000,1,15.7,0,10.26813067
0,debt_consolidation,9625,3,37.6,0,11.65902381
0,debt_consolidation,19200,1,68,0,11.32659589
0,debt_consolidation,14000,0,19.8,0,11.31447453
0,debt_consolidation,12000,1,30.8,0,10.4744671
0,major_purchase,2000,1,69.3,0,9.740497924
0,car,13800,8,5.6,0,10.22557105
1,small_business,8400,1,2,0,11.04132055
0,medical,12000,0,4.2,1,10.08580911
0,car,10000,1,30.5,1,11.58524613
0,debt_consolidation,4000,0,94.3,0,9.655026193
0,debt_consolidation,5600,0,87.4,1,10.93310697
0,medical,6000,0,0,0,10.81977828
1,small_business,8000,1,6.5,0,10.59663473
0,house,6000,0,9.7,0,11.11988288
0,debt_consolidation,7750,0,81.8,0,10.20359214
1,home_improvement,24250,0,14.2,0,10.89673933
0,debt_consolidation,8000,0,74,0,10.66895539
1,car,10000,2,2.2,0,11.33857208
0,car,6800,2,67.2,0,11.25937425
1,small_business,25000,0,65.2,0,11.00209984
0,debt_consolidation,14000,0,88.1,0,11.69524702
0,wedding,16000,0,0,0,12.05524976
0,debt_consolidation,18000,0,58.3,0,11.65268741
0,debt_consolidation,13475,0,57,0,10.6341617
0,major_purchase,2500,0,28.3,0,10.59653473
0,debt_consolidation,2400,0,82.2,0,9.952277717
0,debt_consolidation,4000,1,25.7,0,9.998797732
1,debt_consolidation,2300,2,32.3,0,11.12726298
0,debt_consolidation,9000,0,58,0,11.00209984
0,home_improvement,16000,1,42,0,10.83958091
0,debt_consolidation,12500,2,66.7,0,10.71441777
0,home_improvement,10000,3,43.9,0,11.22524339
0,car,9000,1,79.4,0,10.23995979
0,other,10000,2,3.4,0,10.5454467
0,credit_card,13000,0,46.9,0,10.78931908
1,small_business,20000,2,37.6,0,11.51292546
0,debt_consolidation,16750,3,77.7,0,10.71441777
1,car,9000,1,29.8,0,11.36674295
0,debt_consolidation,11400,0,61.2,0,11.15625052
0,wedding,11000,1,75.1,0,11.1124479
0,debt_consolidation,7200,0,0,0,10.81977828
0,major_purchase,5000,0,5.6,0,11.35040654
0,credit_card,7000,0,49.5,0,10.39723823
0,credit_card,1000,0,41.1,0,10.1266311
0,car,4800,0,84.4,0,11.00209984
1,credit_card,7000,0,48.9,0,10.6454249
1,debt_consolidation,16000,0,82.4,0,10.92467869
0,debt_consolidation,20000,0,43.4,0,10.91508846
0,wedding,15000,0,68.3,0,10.83958091
0,credit_card,12800,0,24.6,0,11.55214618
0,debt_consolidation,18000,0,41.7,0,11.1844214
0,debt_consolidation,13400,3,41.8,0,11.03553462
0,car,2400,2,35.4,0,11.30840738
0,home_improvement,9600,0,6.9,0,10.47728798
0,other,3000,0,51.2,0,10.85892207
0,home_improvement,6800,0,75.1,0,11.46163217
1,credit_card,24000,2,66.3,0,11.40756495
0,medical,10000,1,64.9,0,10.30895266
0,debt_consolidation,6000,1,51.1,0,10.75790288
0,other,2000,1,80,0,11.36214909
0,debt_consolidation,14500,0,76.2,0,10.71441777
0,credit_card,9600,0,46.7,0,10.62132735
0,debt_consolidation,14400,0,75.5,0,10.81977828
1,small_business,25000,0,71.8,0,11.00209984
0,major_purchase,6500,1,19,0,11.03488966
0,major_purchase,1200,0,0,0,10.49127422
0,debt_consolidation,12000,0,20.8,0,10.858999
0,debt_consolidation,18000,0,93,0,12.71889627
0,debt_consolidation,10000,0,86.7,0,11.31447453
0,debt_consolidation,10000,0,8.5,0,10.55581274
0,debt_consolidation,20000,0,52.7,0,11.60823564
0,credit_card,2725,2,22.5,0,10.20359214
0,credit_card,9000,0,76.1,0,10.49127422
0,debt_consolidation,5000,0,36.5,0,10.59663473
0,medical,10000,1,1.1,0,11.0757065
0,debt_consolidation,4000,0,15.9,0,10.51867319
0,credit_card,7500,0,84.1,0,11.91839057
0,debt_consolidation,6300,0,95.8,0,11.22524339
1,other,5000,2,54.1,0,11.79807433
0,home_improvement,25000,2,15,0,11.73606902
0,wedding,4000,0,14.9,0,10.34174248
0,credit_card,6000,1,95.1,0,10.62609644
0,debt_consolidation,10200,1,88,0,11.22524339
0,credit_card,14000,0,60,0,10.57131693
0,moving,5000,0,14.2,0,10.23679479
0,other,2000,0,5.7,0,9.798127037
0,small_business,25000,1,72.1,0,11.69524702
0,home_improvement,6300,0,0,0,11.51132418
0,debt_consolidation,15150,1,82.5,0,10.72159197
1,small_business,12000,3,62.8,0,10.96127785
1,vacation,15250,0,77.4,0,11.1844214
0,debt_consolidation,15600,1,93.7,0,10.79957558
0,debt_consolidation,7500,0,95.3,0,10.81977828
1,debt_consolidation,5000,2,21.7,0,10.59663473
0,debt_consolidation,9875,0,47.2,0,10.30895266
0,home_improvement,8500,3,33.3,0,9.962746536
0,credit_card,15250,1,26.9,0,10.55247384
0,debt_consolidation,12000,2,64.3,0,10.6454249
0,major_purchase,24250,2,45.6,0,11.69524702
0,debt_consolidation,12000,1,69.5,1,11.00209984
0,debt_consolidation,24250,0,93.8,0,11.01856357
0,major_purchase,3000,0,98,0,11.35035948
0,credit_card,4500,2,15.2,0,10.04324949
0,small_business,12000,0,6,0,11.15625052
0,credit_card,11500,1,41.8,0,10.1266311
0,debt_consolidation,10000,0,31.4,0,10.59663473
0,major_purchase,8000,0,6.1,0,10.77895629
0,other,7200,1,70,0,10.93310697
0,debt_consolidation,16000,1,66,0,11.42954386
0,medical,4800,2,49.9,1,11.40756495
1,other,3600,1,91.8,0,10.59091843
0,debt_consolidation,25000,1,81.1,0,11.38509209
0,medical,21000,3,12.1,0,11.26446411
0,car,3000,0,83.5,0,10.81977828
0,wedding,9600,1,8.6,0,11.04132055
0,debt_consolidation,8000,0,66.3,0,11.3736634
0,wedding,20000,2,39,0,11.51292546
0,debt_consolidation,13000,0,20.4,0,10.26813067
1,debt_consolidation,10800,2,76.6,1,10.40426284
1,debt_consolidation,17600,0,0.2,0,11.3736634
0,other,2000,1,95,0,11.22524339
0,other,10000,0,37.5,0,11.1844214
0,other,25000,0,65.8,0,11.83500896
0,major_purchase,13600,1,0,0,11.46163217
0,debt_consolidation,25000,2,81.8,0,12.01370075
1,debt_consolidation,25000,2,64.2,0,11.51292546
0,other,20000,2,51.4,0,11.31793196
0,debt_consolidation,8000,0,77.9,0,10.66895539
0,small_business,6600,1,79.7,0,10.98529272
0,debt_consolidation,13000,0,30.7,0,11.08214255
0,home_improvement,10000,1,2.1,0,11.22524339
0,other,9500,2,55.2,0,11.41199955
0,debt_consolidation,14000,2,69,0,10.71441777
1,credit_card,5600,1,54.1,0,10.34174248
0,home_improvement,20000,1,49.5,0,12.03171926
0,other,10000,0,42.8,0,11.40756495
0,debt_consolidation,8000,1,36.8,0,10.59663473
0,debt_consolidation,10000,3,0.6,1,10.65725935
0,debt_consolidation,10000,2,21,0,10.57131693
0,wedding,15000,1,45.8,0,11.73606902
0,credit_card,10000,0,78.5,0,10.04324949
0,major_purchase,5000,2,7,0,11.06663836
0,credit_card,7750,1,67.8,0,10.66895539
0,debt_consolidation,23000,0,94.9,0,10.91508846
0,wedding,12000,1,20.9,0,10.46310334
0,debt_consolidation,25000,0,29.3,0,11.56171563
1,debt_consolidation,22000,0,96.7,0,11.00209984
1,debt_consolidation,25000,2,97.7,0,11.04132055
0,house,12000,6,3.2,0,10.26813067
0,credit_card,14400,0,97.6,1,11.51292546
0,other,20000,1,17.3,0,10.75798798
0,home_improvement,6500,0,19.6,0,13.08154138
0,debt_consolidation,18250,1,89.8,0,10.79957558
0,debt_consolidation,14400,0,72,0,10.71441777
0,debt_consolidation,13500,0,78.6,0,10.49127422
0,small_business,5000,0,45.1,0,11.51292546
0,house,9600,0,20.2,0,11.38509209
0,debt_consolidation,3600,1,29.2,0,11.00209984
0,small_business,10000,1,38.9,0,10.77895629
0,credit_card,20000,1,69.3,0,11.32659589
0,major_purchase,4800,3,60.3,0,11.26446411
1,other,6700,0,51.5,0,9.392661929
0,car,10000,0,16.3,0,11.40756495
0,other,12000,0,70,0,11.84942627
0,other,2000,0,73.2,0,10.89629478
0,major_purchase,8000,1,54.7,0,10.96819829
0,small_business,25000,3,25,0,11.47210347
0,other,3000,2,73.7,0,11.28064026
0,debt_consolidation,6000,2,49.3,1,10.81977828
0,credit_card,12000,1,57.4,0,10.81376021
1,other,1800,1,17.7,0,10.81985828
0,car,9000,0,59.5,0,10.71441777
0,debt_consolidation,9600,2,85.7,0,10.9770555
1,moving,5500,3,53.8,0,11.46163217
0,debt_consolidation,15000,0,79,0,10.75790288
0,credit_card,6000,0,10.1,0,10.74073508
0,debt_consolidation,12000,4,1.3,0,11.98292909
0,credit_card,10000,0,83.8,0,10.59663473
0,credit_card,11000,1,49.6,0,10.8444709
1,small_business,25000,2,30.9,0,11.28978191
0,debt_consolidation,7200,1,35.1,0,10.00784757
0,debt_consolidation,20000,0,76.2,0,12.04355372
1,credit_card,10000,0,48.5,0,11.13750448
0,credit_card,6500,0,64.1,0,11.24895992
0,wedding,20000,1,31.8,0,10.96819829
0,vacation,1500,2,68.6,0,10.59663473
0,credit_card,12000,0,87.6,0,10.51867319
0,credit_card,5200,2,67.9,0,10.16585182
0,car,5000,0,82.3,0,11.26446411
0,debt_consolidation,20000,0,46.1,0,11.22524339
0,small_business,8400,0,0,0,11.00209984
0,small_business,10000,0,86.9,0,11.35040654
0,credit_card,14000,0,98,0,11.46163217
0,debt_consolidation,22000,0,40.9,0,10.71441777
1,medical,3000,2,26.5,0,10.62132735
0,credit_card,7000,0,29.6,0,11.35040654
0,debt_consolidation,10000,1,72.4,0,11.21182037
0,debt_consolidation,8400,1,36.8,0,11.08214255
0,home_improvement,20000,1,12,0,11.51292546
1,debt_consolidation,3800,0,79.7,0,11.22524339
0,debt_consolidation,15000,1,65.2,0,11.14186178
0,debt_consolidation,9250,0,60.5,0,9.952277717
0,debt_consolidation,8000,2,15.5,0,11.03488966
0,debt_consolidation,15000,0,20.9,0,10.38294634
0,debt_consolidation,8000,1,84.2,0,10.20359214
0,debt_consolidation,6200,0,60.9,0,10.30895266
0,home_improvement,12250,1,29,0,11.53272809
0,other,5000,0,24.8,0,10.49127422
0,debt_consolidation,5000,1,56.1,0,10.30895266
0,debt_consolidation,17000,0,50.2,0,10.59663473
0,other,5000,0,22.6,0,10.08580911
0,credit_card,10000,0,71.4,0,11.03488966
0,debt_consolidation,14000,0,85.1,0,11.22524339
0,debt_consolidation,12300,0,85,0,10.30895266
0,debt_consolidation,10000,0,39.6,0,11.3736634
0,debt_consolidation,20000,0,1.8,0,10.91508846
0,debt_consolidation,10000,3,98,0,12.10071213
0,debt_consolidation,8400,0,97.3,0,10.78415111
0,credit_card,25000,0,72.5,0,12.32385568
0,credit_card,13475,0,56.3,0,10.30895266
0,other,7200,0,24.4,0,10.91501573
0,debt_consolidation,11000,0,40.4,0,11.15625052
0,debt_consolidation,14500,0,23.7,0,11.25674206
0,home_improvement,6000,2,22.4,0,11.91839057
0,major_purchase,4375,0,60,0,9.71111566
0,debt_consolidation,10000,1,94.6,0,11.35040654
0,debt_consolidation,10000,0,95.5,0,11.28978191
0,car,3000,0,7.9,0,11.91839057
0,debt_consolidation,7700,0,87,0,11.51292546
0,debt_consolidation,9000,0,35.9,0,11.33857208
1,debt_consolidation,20000,0,46.2,1,10.97644009
1,debt_consolidation,10000,1,99.4,0,10.4341158
0,credit_card,25000,0,24.3,0,11.69524702
0,small_business,10000,0,36.2,0,10.67676205
0,debt_consolidation,20000,0,79.6,0,11.49272276
0,major_purchase,17000,0,21.2,0,11.46163217
0,debt_consolidation,10000,0,88.8,0,11.28978191
0,home_improvement,15000,0,76,0,11.22524339
1,major_purchase,10750,1,25.5,0,10.31119016
1,debt_consolidation,7200,0,0.1,0,9.942708266
0,debt_consolidation,20000,3,27.5,0,11.7829526
0,debt_consolidation,6000,0,18.6,0,10.91508846
0,credit_card,12000,2,53.2,0,10.91508846
0,debt_consolidation,12150,0,95.3,0,11.1124479
0,car,3500,0,27.6,0,11.22524339
0,wedding,6500,3,21.6,0,10.81977828
1,debt_consolidation,22750,0,4.1,0,10.49127422
1,small_business,25000,0,51.2,0,11.40756495
0,credit_card,10000,0,28.4,0,11.73606902
0,credit_card,20000,0,93.8,0,11.42954386
0,debt_consolidation,13250,1,31,0,11.22955409
0,small_business,15000,1,9.9,0,10.9207994
0,major_purchase,3000,1,55,0,9.862665558
0,debt_consolidation,4000,0,0,0,10.89673933
1,debt_consolidation,21000,3,72.7,0,11.21182037
0,debt_consolidation,12000,0,26.6,0,11.00209984
0,major_purchase,10000,0,71.1,0,10.73107821
1,debt_consolidation,9250,2,23.5,0,10.54534144
0,debt_consolidation,22000,0,75.9,0,11.1844214
0,debt_consolidation,5600,1,46,0,10.49127422
0,debt_consolidation,4800,3,40.3,0,11.00209984
1,credit_card,7000,1,77.3,0,12.4292162
0,debt_consolidation,15000,0,41.3,0,11.32418334
0,debt_consolidation,9000,2,80.3,0,12.10071213
0,debt_consolidation,12000,0,72.5,0,10.94199592
0,debt_consolidation,18000,2,44.7,0,10.73700736
0,debt_consolidation,18000,0,23.4,0,11.81303006
0,moving,4000,3,61.6,0,11.94470788
0,other,5000,2,77.1,0,11.91839057
1,debt_consolidation,15000,2,75.6,0,10.59663473
0,other,15000,0,30.9,0,11.01856357
0,major_purchase,1200,2,43.9,1,10.66895539
0,major_purchase,10000,0,7.5,0,10.49127422
0,debt_consolidation,8750,3,71.8,0,10.98529272
0,other,4800,1,14.5,0,10.03451581
1,credit_card,16000,1,40.1,1,11.15625052
0,debt_consolidation,17500,0,51.5,0,10.54534144
0,debt_consolidation,10000,1,47.2,0,10.91508846
0,debt_consolidation,9250,0,34.2,0,10.49127422
0,debt_consolidation,4800,0,85.7,1,10.49127422
0,credit_card,8500,1,61.8,0,10.91508846
0,car,7000,3,48.3,0,11.09741002
1,debt_consolidation,10000,1,34.5,0,11.12726298
0,small_business,12000,0,52.6,0,11.22524339
1,debt_consolidation,11000,1,45.9,1,11.00209984
0,debt_consolidation,20000,1,33.1,0,11.28978191
0,debt_consolidation,20000,0,94.7,0,11.69524702
1,debt_consolidation,20000,3,72.1,0,11.08214255
0,debt_consolidation,7000,0,68.7,0,10.46310334
0,major_purchase,6000,1,32.8,0,11.1844214
0,debt_consolidation,25000,0,42,0,11.8493977
0,debt_consolidation,10000,2,84.2,1,10.69194491
0,debt_consolidation,18000,1,72.3,0,10.87804719
0,debt_consolidation,11000,0,42,0,11.33857208
1,debt_consolidation,8000,2,60,0,11.00209984
0,other,6000,0,54.7,0,10.91501573
0,debt_consolidation,12000,1,84.3,0,10.73639668
0,debt_consolidation,14500,0,51,0,10.69194491
0,debt_consolidation,20000,0,74,0,11.65265262
0,debt_consolidation,20000,1,94.8,0,11.65268741
0,car,8000,0,16.1,0,10.18111929
1,debt_consolidation,10000,1,95.5,0,10.54765455
0,debt_consolidation,7750,6,61.2,0,11.03488966
0,debt_consolidation,6000,4,21.4,0,10.4341158
1,debt_consolidation,14000,3,57.9,0,11.9512062
0,debt_consolidation,10750,0,23.9,0,10.8919501
1,debt_consolidation,7500,0,43.1,0,10.97678203
0,debt_consolidation,14600,0,92.7,0,11.08214255
0,debt_consolidation,15000,0,78.3,0,11.1844214
0,other,8000,3,74.2,0,11.51288546
0,debt_consolidation,6000,2,39.2,0,10.92911688
0,debt_consolidation,12000,1,56.5,0,11.5228758
0,debt_consolidation,16800,1,23.5,0,11.15625052
0,debt_consolidation,10000,3,78.7,1,11.08214255
0,medical,5000,0,61.2,0,10.98189713
0,debt_consolidation,10000,1,21.3,0,11.46163217
1,debt_consolidation,7000,3,55.8,0,10.76083475
0,wedding,13600,1,21.5,0,11.15625052
0,wedding,10000,0,96.1,0,11.28978191
0,debt_consolidation,10000,0,15.5,0,10.64967869
1,small_business,13000,1,14.7,0,11.09741002
0,small_business,10000,0,47.4,0,10.74073508
0,home_improvement,16000,0,67,0,11.69524702
0,debt_consolidation,12000,0,57.3,0,10.6454249
0,credit_card,7000,5,49.5,0,11.65442503
0,debt_consolidation,5500,0,91.3,0,11.51292546
0,debt_consolidation,12500,1,3.9,0,10.81977828
0,debt_consolidation,4000,0,89.3,0,10.62132735
0,debt_consolidation,6450,0,78.6,0,11.74403719
0,moving,5000,1,18.3,0,11.06663836
1,debt_consolidation,4000,2,43.8,0,10.81977828
0,car,7000,1,83.9,0,11.33857208
0,debt_consolidation,25000,0,84.1,0,10.71441777
1,major_purchase,20000,0,27.5,0,10.89673933
0,debt_consolidation,5000,1,89.9,0,10.30895266
0,major_purchase,10000,0,7.5,0,11.22524339
0,debt_consolidation,12000,0,23.8,0,11.01862914
0,debt_consolidation,8000,0,28.3,0,10.46310334
0,other,5525,2,0,0,10.9331784
0,debt_consolidation,20000,1,98.5,0,11.29725393
0,debt_consolidation,6900,0,29.4,0,10.27505111
0,debt_consolidation,15250,0,42.3,0,10.86856845
0,debt_consolidation,15000,1,48.5,0,10.55841352
0,credit_card,12200,0,49.1,0,11.36674295
0,debt_consolidation,17500,0,41.1,0,10.59653473
0,credit_card,5000,0,81.4,0,11.58988651
0,small_business,10000,3,57.1,0,10.3859137
0,renewable_energy,3500,0,12.4,0,11.06375922
0,home_improvement,20000,3,15.7,0,11.47210347
0,major_purchase,7000,0,27,0,10.81977828
0,debt_consolidation,5000,0,49,0,10.29991192
0,debt_consolidation,8000,0,99.6,0,11.49679608
0,credit_card,11000,1,61.2,0,11.23848862
0,debt_consolidation,10000,0,18,0,11.00209984
0,debt_consolidation,8000,1,74.3,0,10.76840078
0,debt_consolidation,7000,1,68.7,0,10.59663473
0,debt_consolidation,8000,0,54.6,0,10.21683737
0,credit_card,10000,0,4,1,10.54534144
1,debt_consolidation,4000,2,64.2,0,10.46321762
0,debt_consolidation,10000,0,53.7,0,10.08580911
0,credit_card,21000,0,76.6,0,11.81303006
0,debt_consolidation,20000,1,33.8,0,11.00209984
1,credit_card,20000,0,87.6,1,11.69524702
0,home_improvement,13750,0,42.6,0,10.42572778
0,vacation,4200,2,81.8,1,11.12726298
0,other,3200,2,73.4,0,11.04285783
0,other,5500,0,0.9,0,10.40426284
0,car,22000,0,70.6,0,10.52406404
1,debt_consolidation,14000,0,57.3,0,10.96127785
1,debt_consolidation,10000,2,94.2,1,11.08214255
0,debt_consolidation,18000,0,56.7,1,11.46163217
0,moving,4000,2,50.2,0,9.83734775
0,credit_card,8000,0,59.9,0,11.00209984
0,other,7000,1,51.3,0,11.22524339
0,debt_consolidation,20000,0,60.4,0,11.04132055
0,credit_card,12000,1,53.6,0,11.28978191
0,debt_consolidation,22750,1,59.3,0,10.83958091
0,home_improvement,20000,2,13.3,0,11.59910316
0,debt_consolidation,12000,1,39.6,0,11.15625052
1,small_business,14000,0,36.9,0,10.59663473
0,car,5525,2,57.9,0,10.75363848
1,debt_consolidation,15000,0,78.9,0,11.12726298
0,other,13000,0,72.2,0,11.1844214
0,debt_consolidation,20400,0,47.7,0,11.15619338
0,debt_consolidation,14400,2,5.6,0,10.30895266
0,debt_consolidation,9000,0,54,0,10.77895629
0,house,25000,0,4.2,0,11.49276357
0,home_improvement,4000,0,84,0,11.15625052
0,debt_consolidation,20000,1,23.7,0,11.35040654
0,debt_consolidation,10000,0,72.4,0,10.89673933
0,debt_consolidation,10000,0,56.6,0,11.08214255
0,credit_card,10000,2,65.3,0,11.51292546
0,debt_consolidation,12000,0,49.1,0,11.8493977
1,debt_consolidation,14000,0,38.1,0,11.28983191
0,credit_card,6000,1,22.2,1,10.51867319
0,debt_consolidation,25000,0,99.5,0,12.70684793
0,other,5000,0,19.3,0,10.20359214
1,debt_consolidation,9600,1,39,0,10.40426284
1,credit_card,25000,1,57.9,0,11.27720313
0,other,6000,0,33,0,11.22524339
0,debt_consolidation,4500,1,88,0,11.08214255
0,credit_card,15000,0,96.5,0,10.81977828
0,major_purchase,16000,0,73.4,0,11.1844214
0,small_business,10000,1,64.4,0,11.51691749
0,medical,8000,0,13.3,0,9.729134165
0,debt_consolidation,23000,2,18,0,11.33857208
1,debt_consolidation,6000,0,84.8,0,11.41861479
0,debt_consolidation,4000,0,84.8,0,9.903487553
0,debt_consolidation,8000,0,38.6,0,10.83958091
0,debt_consolidation,25000,0,54.3,0,11.77528973
0,credit_card,15000,1,29.6,0,10.93310697
0,home_improvement,15000,0,48.1,0,11.69524702
0,major_purchase,6000,0,35.5,0,10.89673933
0,credit_card,20000,0,38.4,0,12.01370075
0,debt_consolidation,10500,1,27.5,0,10.49593003
0,debt_consolidation,10500,0,77.3,0,11.22524339
0,credit_card,8400,0,95.5,0,10.2507298
0,credit_card,25000,1,45.2,0,11.56171563
0,home_improvement,1500,0,42.7,0,10.46310334
0,debt_consolidation,25000,1,84.8,0,11.38509209
0,debt_consolidation,8000,3,63,0,11.08852216
0,credit_card,5500,1,43.7,0,11.00209984
1,credit_card,12000,0,71.6,0,10.71441777
0,debt_consolidation,25000,1,64.3,0,11.56171563
0,credit_card,4000,2,64.3,0,10.6454249
0,small_business,5000,2,92.9,0,11.15625052
1,debt_consolidation,10000,0,65.3,0,10.67359577
0,credit_card,10000,2,90.6,0,11.8493977
1,debt_consolidation,12000,3,64.4,1,11.00209984
0,medical,20000,0,7.7,0,11.43395801
0,small_business,25000,1,59.4,0,11.77528973
0,debt_consolidation,10000,0,82.4,0,11.31442574
0,debt_consolidation,14000,0,78.4,1,10.65725935
0,debt_consolidation,12000,0,46.5,0,10.57131693
0,debt_consolidation,12000,1,52,0,11.44035477
1,small_business,14000,1,62.1,0,11.08214255
0,credit_card,10000,3,67.2,0,10.66895539
0,moving,3600,0,0,0,11.40756495
0,credit_card,8000,0,66.2,0,9.893437217
0,credit_card,8000,0,33.3,0,10.51867319
0,debt_consolidation,10000,2,90.7,0,10.77895629
0,debt_consolidation,12000,1,57.7,0,11.05089001
0,debt_consolidation,13000,0,54.6,0,10.51867319
0,major_purchase,5000,2,96.4,0,10.46310334
1,debt_consolidation,6000,1,34.7,0,10.34817337
1,other,5000,0,95.6,0,10.49127422
1,credit_card,7000,1,85.9,0,10.29214554
0,debt_consolidation,11200,1,76.3,0,11.15625052
0,credit_card,7000,0,80.2,0,10.26144168
0,credit_card,20000,2,63,0,12.01370075
0,credit_card,3000,0,67.3,1,10.34174248
0,credit_card,8000,0,99.6,0,10.83958091
0,other,15000,1,0,0,10.59663473
0,debt_consolidation,7000,2,81.9,0,10.98564029
0,debt_consolidation,10400,1,29.1,0,10.49127422
0,car,4500,0,39.4,0,10.727663
0,debt_consolidation,16750,1,55.8,0,10.77895629
0,debt_consolidation,11500,0,90.5,0,11.43235512
0,debt_consolidation,16000,3,62.1,0,10.18157373
0,other,8000,0,53.7,0,10.9331784
0,debt_consolidation,12000,1,59.6,0,11.71177632
0,credit_card,10000,1,84.2,0,11.60823564
0,car,3000,0,25.7,0,11.15625052
0,credit_card,12000,3,81.5,0,11.08827754
0,debt_consolidation,12250,0,53.4,0,10.37349118
0,credit_card,21000,0,88.9,0,11.69524702
0,debt_consolidation,6075,0,89.5,0,10.81977828
0,debt_consolidation,24250,1,91.7,0,11.00209984
1,debt_consolidation,8000,1,94.6,0,10.51856508
0,major_purchase,1000,0,3.6,0,10.30895266
1,debt_consolidation,25000,1,72.7,0,11.69023448
0,debt_consolidation,2850,0,52.2,0,9.691283941
0,major_purchase,2400,1,89.5,0,10.73352299
0,credit_card,7000,1,23.7,0,10.66895539
0,car,7000,0,31.2,0,11.00209984
0,debt_consolidation,8400,1,17.1,0,10.34174248
0,small_business,10000,1,70.7,0,11.08214255
0,debt_consolidation,12000,1,25.6,0,10.95080655
0,other,7200,2,21.6,0,10.65271256
0,medical,25000,0,62.3,1,11.11542853
0,medical,2000,0,85.5,0,10.6454249
1,other,10000,3,54,0,11.47210347
0,home_improvement,20000,0,28.2,0,10.87804719
0,debt_consolidation,25000,0,58.5,0,11.00209984
1,car,8000,1,57.6,1,11.47210347
0,debt_consolidation,10000,1,80,0,11.03997349
